Stroke: 
10.69,56.36
10.69,56.33
10.68,56.3
10.66,56.27
10.62,56.23
10.57,56.21
10.51,56.22
10.42,56.25
10.32,56.31
10.23,56.42
10.14,56.54
10.09,56.68
10.06,56.8
10.07,56.91
10.09,56.98
10.15,57.06
10.22,57.1
10.3,57.12
10.4,57.1
10.51,57.05
10.62,56.95
10.74,56.83
10.84,56.7
10.87,56.57
10.92,56.48
10.94,56.41
10.94,56.33
10.93,56.27
10.9,56.24
10.87,56.22
10.83,56.23
10.76,56.24
10.67,56.3
10.6,56.36
10.53,56.46
10.48,56.56
10.44,56.67
10.44,56.74
10.47,56.78
10.51,56.82
10.58,56.83
10.66,56.82
10.77,56.76
10.89,56.65
10.96,56.53
11,56.43
11.02,56.36
11.01,56.3
10.99,56.24
10.95,56.2
10.92,56.2
10.86,56.21
10.77,56.25
10.66,56.34
10.55,56.46
10.47,56.59
10.43,56.73
10.43,56.8
10.45,56.83
10.48,56.86
10.53,56.87
10.61,56.86
10.69,56.81
10.79,56.71
10.88,56.58
10.96,56.45
11,56.33
11,56.26
10.98,56.2
10.96,56.18
10.93,56.17
10.87,56.18
10.79,56.21
10.67,56.31
10.58,56.42
10.48,56.59
10.43,56.75
10.43,56.84
10.46,56.89
10.49,56.93
10.55,56.95
10.62,56.93
10.72,56.85
10.81,56.73
10.89,56.58
10.96,56.43
10.99,56.29
10.97,56.18
10.94,56.14
10.87,56.09
10.81,56.07
10.73,56.06
10.65,56.11
10.55,56.23
10.45,56.37
10.38,56.52
10.36,56.66
10.38,56.77
10.43,56.83
10.47,56.86
10.53,56.87
10.62,56.84
10.7,56.77
10.78,56.66
10.83,56.54
10.85,56.41
10.83,56.31
10.79,56.22
10.72,56.17
10.65,56.14
10.6,56.16
10.52,56.22
10.43,56.35
10.36,56.52
10.33,56.65
10.36,56.77
10.39,56.85
10.45,56.9
10.5,56.92
10.57,56.92
10.63,56.87
10.68,56.77
10.74,56.67
10.77,56.54
10.76,56.41
10.71,56.27
10.65,56.15
10.59,56.12
10.52,56.1
10.45,56.09
10.38,56.12
10.33,56.21
10.3,56.34
10.28,56.5
10.32,56.64
10.38,56.78
10.42,56.88
10.47,56.92
10.51,56.96
10.53,56.97
10.53,56.96
10.53,56.95
10.52,56.91
10.49,56.83
10.42,56.75
10.37,56.66
10.31,56.57
10.27,56.52
10.23,56.49
10.2,56.5
10.2,56.53
10.17,56.59
10.14,56.69
10.14,56.78
10.16,56.88
10.19,56.96
10.25,57.04
10.31,57.09
10.36,57.1
10.41,57.1
10.44,57.08
10.51,57.03
10.56,56.95
10.59,56.86
10.61,56.82
10.61,56.77
10.61,56.74
10.6,56.72
10.59,56.71
10.59,56.72
10.58,56.74
10.58,56.79
10.56,56.88
10.55,56.95
10.55,56.99
10.57,57.01
10.59,57.03
10.61,57.03
10.71,56.96
10.8,56.86
10.87,56.76
10.95,56.63
11.03,56.48
11.08,56.34
11.12,56.21
11.16,56.06
11.2,55.89
11.25,55.68
11.29,55.49
11.35,55.27
11.4,55.02
11.45,54.73
11.47,54.46
11.48,54.22
11.49,54.04
11.49,53.94
11.5,53.85
11.49,53.82
11.49,53.82
11.49,53.82
11.49,53.82
11.5,53.84
11.49,53.88
11.49,53.94
11.47,54.04
11.46,54.18
11.42,54.37
11.38,54.59
11.33,54.83
11.26,55.11
11.2,55.37
11.16,55.61
11.13,55.83
11.11,56
11.1,56.14
11.1,56.21
11.1,56.23
11.1,56.23
11.11,56.21
11.11,56.17
11.12,56.07
11.14,55.92
11.18,55.68
11.24,55.43
11.36,54.81
11.43,54.53
11.47,54.36
11.48,54.26
11.49,54.21
11.48,54.21
11.49,54.21
11.48,54.23
11.47,54.34
11.44,54.55
11.38,54.86
11.3,55.24
11.19,55.65
11.12,56.02
